#Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100.0000000000001,0.01339274493206706,-0.0786204417278849,-14.97264365789822
101.391138573668,0.01322298512760064,-0.07988303162900402,-15.19003893259683
102.8016298126474,0.01311622188261985,-0.08094019127903987,-15.40519077168749
104.2317429393305,0.01298932566746459,-0.08220687758717071,-15.62374289888564
105.681750921366,0.01336044552351886,-0.08377535860843539,-15.84215695348398
107.1519305237607,0.01364356550009793,-0.0851212578270228,-16.0630054233945
108.6425623617067,0.01307777098525775,-0.08570706156392804,-16.28581871475537
110.1539309541416,0.01349944726964597,-0.08715468866344933,-16.51391153061226
111.6863247780562,0.01335060197932879,-0.08806577974822322,-16.74338045998118
113.2400363235558,0.01342290992178816,-0.08933038457667379,-16.97697757227292
114.8153621496884,0.01336292829614511,-0.09071094173695043,-17.21211741240086
116.4126029410492,0.01335225853259955,-0.09174737187790716,-17.45047500196887
118.0320635651731,0.01312625309292421,-0.09293745153092983,-17.69127117329727
119.6740531307244,0.01336731822244234,-0.0942780421353854,-17.93671597255747
121.3388850464979,0.01361964178416939,-0.09601630613713102,-18.18702693037207
123.0268770812382,0.01336945254963161,-0.09676220548918667,-18.43792044057588
124.7383514242945,0.01353062398899449,-0.09832614348135665,-18.69518066582696
126.4736347471152,0.01339559760481436,-0.09953957116704985,-18.95295381145905
128.2330582656023,0.01352720356811545,-0.1011359528212558,-19.21525561146737
130.0169578033291,0.01351501333652269,-0.1023486644567822,-19.48247529356476
131.8256738556409,0.01355614496173545,-0.1037990501092625,-19.75178674447315
133.6595516546443,0.01356439420331522,-0.1047785514173054,-20.02455794327615
135.5189412351038,0.01371988968667554,-0.1064581937477621,-20.30240038274966
137.4041975012516,0.01345179110948252,-0.1076348341469023,-20.58369966232773
139.3156802945305,0.01345077702881114,-0.1093187654409151,-20.86784154354999
141.2537544622755,0.01354241415597534,-0.1108205951201616,-21.15730551005431
143.2187899273545,0.01376260148559188,-0.1121977868581109,-21.44913777553211
145.2111617587744,0.0133622905057098,-0.1134310336034999,-21.74521819604117
147.2312502432721,0.01346663162657714,-0.1149080681032619,-22.04854999848369
149.2794409578997,0.01335833978112929,-0.1162124243125376,-22.35184378907595
151.356124843621,0.01361914053879394,-0.1176790297174027,-22.66062828364844
153.4616982799296,0.01333588187866939,-0.1192249413566409,-22.97563357715441
155.5965631605077,0.01344858194059445,-0.1205995923974058,-23.29167289663467
157.761126969935,0.01356332725770992,-0.1224831664276517,-23.61481147693202
159.9558028614671,0.01353972936534498,-0.1239726734882771,-23.94075871386926
162.1810097358932,0.0135563933325874,-0.125468418955833,-24.27249195168719
164.4371723214932,0.01355824898654492,-0.1273641488936664,-24.60899688350337
166.7247212551064,0.01363212563150746,-0.1287548146004078,-24.94941386946295
169.0440931643265,0.01372298272738356,-0.1305970697517522,-25.29470028331183
171.3957307508427,0.01366497996635249,-0.1321652802235937,-25.64426126520842
173.7800828749376,0.01341461596290044,-0.1337304060149317,-25.9984780996146
176.1976046411631,0.01366519110753579,-0.1355528763832589,-26.3598911669342
178.6487574852052,0.01371408885353072,-0.1371810398818599,-26.72373476968289
181.1340092619604,0.0138804472373292,-0.1391196620816531,-27.09166919925435
183.6538343348347,0.01369798096184806,-0.1409402140504306,-27.46746755190723
186.2087136662869,0.01390446608112025,-0.1426168179124168,-27.84710863051922
188.7991349096295,0.01353771110603372,-0.1442156988713565,-28.23287812251367
191.4255925021088,0.01390204153734578,-0.1462218638337461,-28.62281259889144
194.0885877592779,0.013774101020494,-0.1479182911955599,-29.01980719120559
196.7886289706847,0.01380655915542587,-0.1499000026106216,-29.42048364384246
199.5262314968881,0.01392990611429881,-0.1517855826168809,-29.82878796838381
202.3019178678274,0.01405017544832811,-0.1537257550603012,-30.2422015944963
205.1162178825567,0.01398528130533874,-0.1553690864897965,-30.65824661617414
207.9696687103698,0.0140525339153558,-0.1572593258972053,-31.08447159648253
210.8628149933291,0.01409090231756945,-0.1593173429664014,-31.51707802735429
213.7962089502235,0.01372871100163918,-0.160819758881623,-31.95213769263444
216.7704104819696,0.01415501126015305,-0.1631396651430011,-32.39376165894956
219.7859872784827,0.01400578516270929,-0.1651574849788077,-32.84241161259204
222.8435149270305,0.01385592148498605,-0.1666695811212221,-33.29790487628843
225.9435770220981,0.01428477539125381,-0.1690768164263895,-33.75933384087433
229.0867652767774,0.01429243058411797,-0.1712387217998814,-34.22749581020338
232.273679635711,0.01446712637483548,-0.172924751141868,-34.70140481388975
235.5049283896011,0.01441256800347544,-0.1749607494121301,-35.18237189375979
238.7811282913181,0.01431460819661544,-0.1767266352775143,-35.67145041532714
242.102904673618,0.01424050697140634,-0.1787415285680627,-36.16510675783258
245.4708915685034,0.01464410029494728,-0.1810650869175597,-36.66700154996875
248.8857318282393,0.01448555103271806,-0.1830367178659968,-37.17536768100764
252.3480772480578,0.01424989673830746,-0.1847636461156225,-37.69145084036865
255.8585886905648,0.014703977471607,-0.1870772383068092,-38.21530543347468
259.4179362118818,0.01465733859951193,-0.189186267172629,-38.74634526205111
263.0267991895385,0.01445010044310929,-0.1910845615522083,-39.28375897191893
266.6858664521483,0.01472047245854833,-0.1935851049747881,-39.82945122408817
