#Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100.0000000000001,0.01299950074033702,-0.1011155696853048,-17.47634528606329
101.391138573668,0.01305797899431426,-0.1029077552036501,-17.73125549837202
102.8016298126474,0.01272268292506131,-0.1042829720547463,-17.98076905173821
104.2317429393305,0.01307367335228946,-0.1061708642386073,-18.23290061872554
105.681750921366,0.01290206189102423,-0.1075793895187396,-18.48901708375186
107.1519305237607,0.01277439711432606,-0.109467546613688,-18.74638177687993
108.6425623617067,0.01291983181413334,-0.1109184893445467,-19.00672721430362
110.1539309541416,0.01302505423492464,-0.1124633084304767,-19.27212344504075
111.6863247780562,0.01307878011690419,-0.1140820910632734,-19.54127954640991
113.2400363235558,0.01298997503504511,-0.1156274534514507,-19.81004367054187
114.8153621496884,0.01307237126169459,-0.117568848036038,-20.08581272354598
116.4126029410492,0.01311286389441363,-0.1194125223618999,-20.36314005078611
118.0320635651731,0.01302201132152566,-0.1207772708888238,-20.64704095863331
119.6740531307244,0.01332760273610695,-0.1226096557347712,-20.93338401292206
121.3388850464979,0.01327665911787222,-0.1241775717933697,-21.22380372427156
123.0268770812382,0.01315148520728213,-0.1257525879654737,-21.51599663238265
124.7383514242945,0.01327314084625137,-0.1279526319432365,-21.81303703084122
126.4736347471152,0.01340538915473925,-0.1296675193286844,-22.1165249403919
128.2330582656023,0.01319730249621157,-0.1315308978027905,-22.4228732120811
130.0169578033291,0.01308316382313045,-0.1332325770539735,-22.73335066112263
131.8256738556409,0.01307739233575375,-0.1352274944687578,-23.04725892052259
133.6595516546443,0.01341061937982739,-0.1372343287086984,-23.36637057513128
135.5189412351038,0.01328496522833815,-0.1392831481178828,-23.68978876089039
137.4041975012516,0.01302995825082609,-0.1410512711473117,-24.01609283827213
139.3156802945305,0.01320002451181809,-0.1434291443307336,-24.348580168533
141.2537544622755,0.01303143975443713,-0.1453950009427082,-24.68571286804898
143.2187899273545,0.01313438713634163,-0.1474162777893858,-25.02760899070989
145.2111617587744,0.01314232111561239,-0.1496456532951194,-25.37467080513504
147.2312502432721,0.01306176320044002,-0.1517222091511001,-25.72375652760611
149.2794409578997,0.01331909441119839,-0.1541251828410142,-26.07965928619475
151.356124843621,0.01319467793251387,-0.1564635494206679,-26.44042817181464
153.4616982799296,0.01323278184079448,-0.1585214928571946,-26.80489325472584
155.5965631605077,0.01334448407774302,-0.1611836731527759,-27.17576148706739
