Frequency (Hz),Trace 1 (dBV),Phase (deg),Trace 2 (dBV),Phase (deg)
0,-56.43713996907909,0,-51.80669931544823,0
2.44140625,-56.78329135976668,0.4340990768541835,-52.13010072095916,0.1962982183186988
4.8828125,-60.35955508596403,1.172176425921761,-55.69237184051794,179.681934320976
7.32421875,-70.97658684981154,4.771230566610434,-66.46276285868177,177.270529914132
9.765625,-90.3609065987518,36.3872224905124,-91.55527573709318,95.84291784033701
12.20703125,-88.46566198346767,44.4177608566504,-85.82259725787753,34.36190578788619
14.6484375,-86.67767048421362,41.69670901447331,-89.22264367109447,15.62379002964192
17.08984375,-88.76238347983087,34.87033342340774,-92.87743187185742,114.6305958733458
19.53125,-92.26234837928749,43.11602492859163,-89.90117163291694,78.06469893608502
21.97265625,-99.72284514116043,158.4037347337745,-89.79242232322522,94.31178214665549
24.4140625,-92.37367995683647,12.97629062881825,-87.64895213437499,123.5370409461142
26.85546875,-92.83313027171158,137.0882056088577,-85.49610335094833,137.6638113973729
29.296875,-85.52025208954311,100.7753816675975,-83.83001903640945,146.7912586199022
31.73828125,-82.53367553285617,96.02877714386069,-83.68394896945277,152.9450347052727
34.1796875,-83.07858746782004,91.95189627449284,-84.44420418554243,161.3366213232498
36.62109375,-86.21815687048795,83.8355135253945,-83.82020699343391,173.4973016800716
39.0625,-93.8597876475486,77.21713391920009,-82.57784989302857,4.162567209429596
41.50390625,-93.97095581133439,103.8822864815896,-83.004567929632,13.62780832281152
43.9453125,-85.19559244008605,105.4354754488373,-86.75889224467369,17.0515056324031
46.38671875,-84.66178658485391,98.46068453195231,-96.31757312371403,5.324257304067277
48.828125,-85.55082528021593,81.71652707164898,-94.97543471728315,27.65423688962199
51.26953125,-85.76460166482261,82.91798978114696,-86.32954212381202,22.06530117483702
53.7109375,-88.16381382835515,81.2036730245604,-85.47062000247072,23.6646939276005
56.15234375,-97.43020591323008,81.96747782877436,-87.82375160012461,29.51019764362487
58.59375,-95.41357276074336,20.33932455471594,-90.4340740561353,49.40889472179023
61.03515625,-95.69626444148071,30.52017977099165,-90.74521242059591,114.134353566861
63.4765625,-95.70575403980283,86.65168843002394,-84.45192424290546,134.0056736719255
65.91796875,-87.70636487064669,80.19770027595493,-81.59963533878317,126.0042442480157
68.359375,-86.60351042440726,70.85224571567085,-81.11606223847085,125.6008672054857
70.80078125,-89.66270980309113,50.83178363642891,-82.47842709319342,119.8312259349666
73.2421875,-87.61693054400658,24.4738641823076,-85.74184889805197,100.3808997137608
75.68359375,-85.97725855940716,18.68176071447611,-90.68295487543629,81.96524245702048
78.125,-88.20815616903779,14.40001708574159,-94.96872260098127,32.22764993749126
80.56640625,-91.42593070272511,40.01639819396186,-89.94680892968131,170.5537706997006
83.0078125,-88.73358136762835,91.75042535544866,-88.52178218771691,0.5393757325982095
85.44921875,-87.3123028244689,133.9501466020957,-87.47959799818049,15.26177901129578
87.890625,-83.88930956686198,173.2050622633379,-88.03689340779351,12.00982712665273
90.33203125,-81.81613804087246,3.091651292133426,-89.77743029961317,21.90469080066997
92.7734375,-83.17916198482641,5.7184317081932,-87.05063205343366,31.71343851101944
95.21484375,-86.59208856149337,177.2577462892876,-85.42498756701622,26.9401843341352
97.65625,-89.26191762021739,122.9315905472118,-84.68128214006482,24.74177752857786
100.09765625,-86.3354147583174,79.86129893320488,-82.65050207420057,20.90470275751321
102.5390625,-86.88527767718196,75.85359341245849,-82.97439308697767,11.65874023880293
104.98046875,-90.17745298328008,99.11431002434155,-87.59620191943911,3.050774350912146
107.421875,-91.52189069161686,143.2878545964563,-98.14459001599958,9.099545574906379
109.86328125,-90.05301776181915,153.6450969150617,-94.73000433635521,147.8109940211162
112.3046875,-90.03793888369968,129.6254849133625,-84.91935504176803,149.6585162288977
114.74609375,-89.18894346117155,94.51045213073482,-82.79977703683109,151.373564120862
117.1875,-86.15510355410871,66.05774910543704,-86.72282372666892,176.1856229197714
119.62890625,-85.42126321028175,53.57536730605432,-86.8984127304756,48.89873099190162
122.0703125,-87.64570915846645,48.03948569639018,-84.51214108856114,56.98203986520755
124.51171875,-87.16997679475264,38.71524633968687,-83.97238289428768,61.0779944596684
126.953125,-84.8834695233012,36.26681621950577,-87.42854553164179,47.92464114346487
129.39453125,-84.36613791808193,42.55484020279667,-89.26434972261654,146.7632892641941
131.8359375,-84.48646286539639,47.04972796606416,-86.2735122534294,97.25829329943933
134.27734375,-84.90519147775457,58.30228066069603,-85.01357983850411,60.37024063307926
136.71875,-83.97956114964528,86.27547591532799,-84.52868511962977,41.17300647735948
139.16015625,-81.98370578259379,93.88380850412939,-86.79960628452699,22.01377606991518
141.6015625,-81.18796551629744,80.05397780023959,-88.83777413952556,138.9262172775659
144.04296875,-80.89261699421634,60.98736774035112,-84.21211960374536,101.305059195081
146.484375,-81.44946832565284,39.36704997871773,-83.04543868180306,95.78853558244576
148.92578125,-83.32206094970252,6.855303477016011,-82.74300136118414,98.22332346850722
151.3671875,-85.03163842535227,138.090524677839,-82.40478517658352,103.9697163759461
153.80859375,-87.12272023922262,92.27146585064628,-83.43377420143513,113.8233524400644
156.25,-89.58797396409813,19.97057038029793,-83.12095983176042,115.414850732226
158.69140625,-85.16511269564276,156.1187465183043,-81.34185681790797,102.5657908553156
161.1328125,-83.58286427466361,140.0531567670625,-81.175017047661,100.0064375555161
163.57421875,-83.2649098756329,130.4018575955542,-81.50524440139677,102.895071489755
166.015625,-84.78853624810949,133.7077070312219,-81.78963136359292,93.52403235199583
168.45703125,-88.33598240096774,148.9964524805126,-84.95857906656502,83.35489304239491
170.8984375,-88.59017864663373,150.6065444753109,-90.07503841211184,55.43016746033611
173.33984375,-87.11285391825777,126.7296194187557,-89.22425654337047,6.183510329804539
175.78125,-85.80077614112381,103.4609322223207,-88.85077722417225,147.7379688169263
178.22265625,-85.7193606034805,92.33597609214627,-92.9522143390116,107.6398794927239
180.6640625,-88.87539027168431,80.14374092756096,-92.42208304837041,9.130316643873337
183.10546875,-95.51566683885727,68.83041029556344,-86.51567088642091,177.2219630965023
185.546875,-116.4123811374865,151.3381847499617,-86.69355380164752,15.39835934206733
187.98828125,-96.89922633302544,50.13891605962436,-89.71638845673175,51.98944756169043
190.4296875,-93.47220463034112,17.14872420259227,-88.66135816288661,105.5062887310978
192.87109375,-90.22030994785447,164.8933587782197,-84.4701578931822,127.2297710080086
195.3125,-89.66628680570804,155.9122921156819,-84.83229323102427,143.2142417338355
197.75390625,-89.73745098830059,151.5513244218961,-87.43944078918213,161.6914317326671
200.1953125,-87.45215673976097,153.971164449843,-86.50528445961996,145.319865687544
202.63671875,-86.9819167547338,163.3636449335073,-83.85205785316589,138.5463002473236
205.078125,-86.05314080242137,163.6616995229185,-82.54828614181596,146.4959006457447
207.51953125,-84.45382429190509,152.4254852459723,-82.6098364131343,150.2807208909838
209.9609375,-86.24023346733281,141.0819432594193,-85.24988026031345,155.838478914047
212.40234375,-87.16151493951281,132.0364154007182,-89.29036781812812,170.2178790178216
214.84375,-87.09733447633157,130.7789748491107,-96.34060874676103,16.40201637951318
217.28515625,-90.34222354103935,152.5472723461378,-111.5865823878918,175.3071565039132
219.7265625,-88.51409657018718,12.83746661505561,-92.22335973899889,82.35269492213153
222.16796875,-87.25599958472631,24.29808601227029,-87.30740508811792,96.86237209650719
224.609375,-89.87270411483736,41.4755949077728,-86.80094229577435,103.4152854154387
227.05078125,-97.98733459549194,76.78480753843199,-86.65333073424713,106.4058342454601
229.4921875,-107.0728793196764,17.80818204897375,-86.47075898334437,107.5368114768107
231.93359375,-112.4304077102109,151.7534404618855,-87.23025911230359,109.3982134110536
234.375,-94.04862712999741,21.27778466038377,-89.85478685841014,108.86419497744
236.81640625,-88.00501926572331,23.83035381065551,-90.91758360871813,100.99884445757
239.2578125,-88.9157074759146,29.11809899736142,-90.84471654065462,107.2308155061671
241.69921875,-93.86117006333741,59.01422222388729,-95.89470851634087,129.6273281498427
244.140625,-91.71658898821988,128.6381802345625,-103.5819049922164,80.51180346240554
246.58203125,-86.66206267127578,165.0465325481425,-98.91662995461061,159.1358398827794
249.0234375,-85.3486999696576,5.116359999990855,-89.5931856662007,34.11936236690811
251.46484375,-88.22081280140802,16.66166827689272,-84.61266469513779,32.75934339919306
253.90625,-93.44425537922348,19.73331188911528,-83.52370220397786,37.25942700892757
256.34765625,-96.04385203620316,24.52839193331683,-83.89371860650266,57.88440163441421
258.7890625,-96.63560595816035,22.8829334236104,-84.42667950705568,83.41622677098589
261.23046875,-93.25878650699921,17.33749648724287,-85.21819255922185,121.0581792947119
263.671875,-93.10672466887306,39.9415150501024,-84.53069712701918,160.1918569226916
266.11328125,-89.1971889958778,98.87479433857149,-86.04098644304119,4.312610859075781
268.5546875,-85.53643365879762,110.2830726482995,-89.63648750189887,39.98931030285267
270.99609375,-86.83870972249181,119.6991343727984,-89.14326440227642,94.59911309315805
273.4375,-87.77579099628807,127.4701898145651,-87.61556602407232,132.576162441132
275.87890625,-88.69391033929904,117.7311325008362,-94.91856004215236,177.8874662442638
278.3203125,-90.35752464553973,102.8514243581304,-90.08418852659995,107.4185083551945
280.76171875,-88.45279412536993,104.3699572712737,-85.33114450255853,114.3362942285477
283.203125,-86.53851718934688,116.7858776830138,-82.42289083842921,120.8048092248646
285.64453125,-87.40083247978447,114.5803428260022,-82.082066926062,123.4227379511403
288.0859375,-90.26669914776191,96.23242997846877,-82.37150360181467,119.1171341645202
290.52734375,-97.86689563049651,129.1920437793489,-81.4006823847371,119.8916243954265
292.96875,-92.06726330062278,17.31068017307732,-81.75268363184185,118.7676435058885
295.41015625,-90.84594760415217,12.61180751904024,-81.58717599386148,105.3477065687797
297.8515625,-88.02487756236147,6.683514870356212,-80.63598981117933,89.04664067970519
300.29296875,-84.94532965566053,179.6161267834757,-80.48293485827105,76.06805763881553
302.734375,-85.58610763811502,165.4863077237806,-81.05427792257225,72.31407498778525
305.17578125,-88.12975789923156,156.8186386166015,-84.95594036800864,65.25379826977733
307.6171875,-91.33160961807678,123.1316647561128,-91.81482267499929,29.88869508958168
310.05859375,-88.13775172698156,56.22915435801102,-90.70003944911365,6.538914102305931
312.5,-85.32251677045998,28.35675307086733,-85.37535000974839,4.693450344770763
314.94140625,-84.72308627389921,21.59979387804334,-83.24077989923168,10.37144238540951
317.3828125,-87.26544005249515,12.78710210841776,-85.15080873020361,33.39179274502212
319.82421875,-99.42949247204399,156.0071423784794,-87.99366828196423,73.14905017952474
322.265625,-97.16718293871713,154.3095302162739,-90.28625173408712,121.5586171201184
324.70703125,-96.30618126076315,142.0070068832689,-91.46784423338465,161.7915696198334
327.1484375,-97.09614720865305,125.3184319298897,-106.0729904549552,179.2268204333934
329.58984375,-90.69696378898394,101.3763807860937,-92.59669128565318,169.3828857293863
332.03125,-88.11674973496673,92.86118289144061,-87.58917714324126,166.0249669064421
334.47265625,-87.58380802037946,91.49917057340846,-88.13242658814636,158.9404308251227
336.9140625,-88.59322470041306,105.4789617999826,-94.309586338408,124.2787480906135
339.35546875,-90.94511421807013,118.5860669308929,-94.07126521526652,44.53378358301855
341.796875,-102.5249891097835,126.436203519656,-91.4380473714141,15.60091876622551
344.23828125,-94.12306551616015,104.4486866759178,-97.29675120921328,175.1379934157762
346.6796875,-90.53161223357958,114.272553591806,-98.72821809900691,72.87844428963247
349.12109375,-92.22536960196035,144.2586330739567,-91.23609172293392,50.81728915342048
351.5625,-93.37940446396445,10.64661136319334,-87.06901115025359,23.95164861198398
354.00390625,-92.95926665181534,51.30899199716493,-87.84434421570424,176.5404592145975
356.4453125,-91.35244723319182,84.30670724797687,-90.0009455928186,125.5534212069238
358.88671875,-90.63328787916237,107.491305992909,-88.60284835906263,107.3699091872766
361.328125,-95.35570992786708,126.7090608530401,-89.64414031460394,94.50809836696939
363.76953125,-99.06973845289986,70.32259361850905,-95.69077300051659,77.03043323272644
366.2109375,-89.96402950110149,102.219572460558,-93.03512866532557,60.00988289932202
368.65234375,-86.65900672633123,130.8982841465618,-87.71462268585313,71.1313662639747
371.09375,-83.12936476912968,159.246523109168,-89.75578484466979,93.1938465786052
373.53515625,-80.49901872925403,174.3077049462545,-92.7097090332761,128.1608305745919
375.9765625,-80.52350229622958,4.653906211594174,-89.23885799316345,18.45709903883152
378.41796875,-83.8246254702596,16.56372718893021,-83.87169128203082,30.0204932272302
380.859375,-91.43095105194392,55.50736183764899,-82.93394733218513,24.56030813509492
383.30078125,-89.56796934226267,146.9793788857567,-83.43702785425349,29.41983152162751
385.7421875,-86.09157770105703,173.5756704975377,-85.2051235421811,30.26079142174496
388.18359375,-86.40686175473186,174.805231437228,-92.3387993604576,8.49702984742947
390.625,-89.0470807250918,150.6795117597907,-100.9294978507808,61.99329387433951
393.06640625,-89.79827357233748,118.7273285041712,-92.82233379033912,32.53641393093291
395.5078125,-86.82314167602043,112.9279539625825,-88.10723170083926,38.47897998641788
397.94921875,-84.76261634496909,111.4454086592415,-87.61673019329542,51.98353132781691
400.390625,-83.96225834078599,101.3451468219098,-89.3682259949948,70.31313960678689
402.83203125,-82.44759545405483,89.24006862565437,-90.53169505738052,64.28760405851739
405.2734375,-82.17003537045176,80.3594218246896,-90.43194602389698,75.53567407754467
407.71484375,-81.81030018442824,70.91039359921039,-90.43813360078144,98.14845985890959
410.15625,-80.97017067078812,65.61735310589113,-96.64216337131427,106.2328043612833
412.59765625,-82.55302479427402,66.29468614755704,-105.8675572981597,126.7624686232249
415.0390625,-86.38959861831381,69.90234052445558,-103.1138119003323,54.76100920624437
417.48046875,-91.30388473047105,55.48239774797886,-93.12757894598778,39.80825173997777
419.921875,-91.6082644736789,9.402817387911375,-90.89691717169755,52.47688083476955
422.36328125,-87.7519105827737,162.8466765206996,-90.76120717953296,62.78355095332214
424.8046875,-84.42791442547423,157.5851642459363,-91.63268249398033,74.48459627526752
427.24609375,-82.30729342611724,162.3973719942357,-107.7038826988868,103.2845289439652
429.6875,-83.24113769741621,159.0104097272588,-91.33157180060115,77.99172636675961
432.12890625,-87.97199208863539,141.1621850509909,-86.76567556273613,66.59242028812325
434.5703125,-90.59155621409812,106.338577912225,-84.41065392693471,50.717204165255
437.01171875,-88.82676794220939,83.56954119029447,-84.0764605921929,38.40885144940339
439.453125,-89.06324390684577,69.83929012765675,-85.90999991697757,26.69679893957603
441.89453125,-92.60442757272639,74.92413011824402,-87.20179354862212,26.14686674588961
444.3359375,-102.4672479742809,168.9647091883639,-89.88943511882715,42.00292673116016
446.77734375,-89.95654417345654,80.59586288275817,-99.17352192428322,76.11308320484336
449.21875,-85.64701229298136,100.4119071303302,-105.7868680967623,135.63790714657
451.66015625,-86.07036490074498,105.7835637290057,-87.85798160429124,110.2460446170906
454.1015625,-92.25584409622284,111.0882449904522,-80.90954395116307,99.04639429159954
456.54296875,-91.30321870521803,98.78052418567799,-79.77054656739679,99.73700420982055
458.984375,-81.48068021843503,107.8896323351781,-81.33947911931828,107.028908996374
461.42578125,-78.6065961286286,111.192094985819,-84.94000059767471,107.5042842808919
463.8671875,-78.60233388362192,113.6801988122479,-98.4460922838783,106.73374282846
466.30859375,-81.24672197889231,115.5239325725745,-95.42585596813441,106.8095604065883
468.75,-85.89138174708388,112.9258047896199,-89.28571018919513,138.1715881135329
471.19140625,-88.52154614136032,104.1153411229999,-86.30334388644476,141.3359183621225
473.6328125,-86.75724811278755,96.72814696284605,-88.11306743111244,123.1594279000244
476.07421875,-83.14541447092358,96.0629323770311,-88.54348361616678,113.3938425812106
478.515625,-80.80853980247171,96.7545226802562,-88.18012737088489,115.869459491821
480.95703125,-81.35852756405862,92.47435537609293,-92.22895353956028,82.56191453080832
483.3984375,-84.15885387024885,79.78186105112542,-95.63998247103891,22.66629596545297
485.83984375,-88.2225005260098,66.13526823205629,-97.53148004250653,141.8968515849193
488.28125,-97.54945183627251,63.09753854857948,-92.23036367152132,149.3415637828072
490.72265625,-103.298478786743,126.226215509831,-87.06529725564792,166.1446187914337
493.1640625,-96.74063238353688,153.6891292775504,-86.15315131593702,167.1256152011869
495.60546875,-91.78428295346423,19.72940715198801,-88.83072638710821,164.3891711102188
498.046875,-86.15322937817774,36.35502236393282,-92.34884785550693,13.82454616901963
500.48828125,-83.61324542687562,46.05040921921795,-89.72112139680831,63.461912801043
502.9296875,-86.48651041718809,64.40593493388214,-88.18190975943543,82.24860766675208
505.37109375,-89.99915941494898,173.8383374249019,-87.6921217529916,80.24298746153787
507.8125,-81.52777052034033,31.40516517448885,-86.34281712195808,58.10397856979058
510.25390625,-78.98238843143132,38.71544667093505,-87.17383871253719,24.05791287061257
512.6953125,-79.11464382910493,38.3840772834023,-87.11837730315933,156.5115436572698
515.13671875,-83.68835680941659,31.3010606386507,-85.37001738415759,139.6450082575931
517.578125,-93.36820995711186,122.2736393569789,-85.73368113700072,134.3084046234505
520.01953125,-85.88074886483233,74.18816307151339,-87.58811373728844,113.2475005306427
522.4609375,-85.23813900194723,68.98561638382135,-88.09034789859382,80.26244660207337
524.90234375,-88.85804240387039,75.29397509718484,-86.19089224831463,46.07190814051535
527.34375,-91.93162673585141,147.6788363201873,-84.28179265728026,31.36994578172824
529.78515625,-85.83526000919545,174.8279750593157,-86.57361737327476,39.78392041593897
532.2265625,-84.63388604313282,174.551217366283,-91.85886533824706,73.50760560895608
534.66796875,-84.6253170506666,165.7807603501273,-94.9348798755334,116.2490490886497
537.109375,-84.38001845214035,152.7004593508168,-92.97170629139961,121.8668949871936
539.55078125,-85.40421289006837,139.340999803334,-88.74845874209727,89.65336563595294
541.9921875,-86.9226152052123,123.7825336484106,-83.92258802302092,66.44868602379607
544.43359375,-88.83032202191912,113.8545326032699,-82.2814167809854,67.86924256643888
546.875,-90.24875152451526,80.90184729363229,-83.74402104542453,80.82214154084549
549.31640625,-86.29311583958926,45.87526487569902,-85.74799840479525,92.4738773530071
551.7578125,-84.22583787250485,28.67060519915572,-87.68544451161935,99.97758640329451
554.19921875,-82.76438966553326,12.06932614910079,-90.1406244091674,97.46217507904559
556.640625,-80.59284336295428,4.497384353326636,-89.37765965196769,81.59594793585525
559.08203125,-79.71981761468979,2.129769344873563,-89.14720400545357,62.33564397362343
561.5234375,-80.47564898931633,179.963401270349,-92.50704759524773,18.69772874224149
563.96484375,-80.87865432887371,0.6246024108016193,-91.29645836317705,137.767075047257
566.40625,-80.79764584519683,1.024018152577363,-86.40676968039578,118.1838239264819
568.84765625,-82.72381890963472,179.9511159134702,-83.21056735575233,110.073593494544
571.2890625,-86.93752431059156,179.630303066997,-82.59419714690441,98.89393917538069
573.73046875,-92.89369596343897,166.2059311938952,-82.6872899351898,90.22822508381201
576.171875,-111.3601697403446,80.3362860635128,-83.3370521552954,83.46329803679302
578.61328125,-94.75676425029937,136.0507665635358,-85.38272453623945,77.84180208292896
581.0546875,-96.68689523617064,129.3162873287304,-86.15709223307617,88.54492046902368
583.49609375,-98.90833854374792,31.73464045398251,-85.19012424440467,84.17957046722002
585.9375,-90.04090006826988,21.49811240448719,-84.67022085831962,70.12764289406866
588.37890625,-92.30741468011543,11.87323091811595,-85.10093115072442,69.5591533791961
590.8203125,-98.92161802921598,150.4772159913395,-86.57051794967039,54.75623383477861
593.26171875,-97.06679707467424,105.5226498173872,-89.99260254556731,31.00079589098024
595.703125,-90.6950730969547,58.75580256033868,-108.8782704876866,89.7012574529829
