#Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
50.0000000000001,0.008365144139799673,-1.979687430948915,20.7907818790855
53.41257770500197,0.008355394589606876,-1.910128495593461,19.61005188592881
57.05806914185723,0.008503542107453622,-1.848499444389189,18.48736691004111
60.95237103473637,0.008130128871574042,-1.793588555269094,17.41497925128849
65.11246508393923,0.008071478215803771,-1.743570328833014,16.40466782112807
69.55649201720249,0.008272071216374988,-1.699693167937765,15.44677685674686
74.30383069512324,0.007897989328698014,-1.658694136516045,14.53959305829639
79.37518261565145,0.008141387479145291,-1.623972998962238,13.6827736971746
84.79266218614393,0.008055761011942598,-1.590944105486825,12.86991912767958
90.57989315662772,0.007783715974381213,-1.561355408608572,12.10377562223303
96.7621116347827,0.007638898200237073,-1.535278128368554,11.38242287522334
103.3662761318579,0.008004979185092895,-1.511820620872071,10.70006994474505
110.4211851193907,0.008281919778023249,-1.490906831283805,10.06209101962426
117.957602609357,0.007823919164077094,-1.471357606550392,9.454146993014248
126.0083923053601,0.007706727702084677,-1.453728258037367,8.885121507349226
134.608660909848,0.007779168476215541,-1.438329599238019,8.349242945735178
143.7959112122701,0.007910887431101573,-1.424376922637248,7.842786085846029
153.6102056257383,0.007732891682216381,-1.411472986180889,7.369344091360716
164.0943408853212,0.007570169468437778,-1.399765280403944,6.919045821126701
175.2940346697655,0.007876632837285477,-1.389687945054293,6.49684064971251
187.2581249604426,0.007782856464796992,-1.38038051534266,6.097141522788178
200.0387830068518,0.008042820786013772,-1.372842172811307,5.726993867965405
213.6917408273496,0.007384014630525978,-1.363984679471369,5.377020034237539
228.2765342371583,0.007532704504057508,-1.357388115582213,5.042669338072088
243.8567624634147,0.007755342187589584,-1.350931198975944,4.740621951698785
260.5003654793459,0.007965774722621572,-1.345835161863611,4.445223445998877
278.279920266939,0.007528047076883385,-1.340441093631874,4.169157196618066
297.2729572999917,0.007841420817990125,-1.33577542117267,3.905909618323207
317.5622986276301,0.007413879390320578,-1.331157736332244,3.667264335939457
339.2364190325461,0.007495188142693986,-1.327721766218084,3.438464356698375
362.389831838848,0.007489503343165939,-1.324525000522777,3.229364362003938
387.1235010519006,0.007585279600755833,-1.321296529541008,3.029601504648532
413.5452816273402,0.007422826149194957,-1.318838913860973,2.840140766711656
441.7703897891433,0.007374206906697009,-1.315884418655497,2.663897980911079
471.9219054476316,0.007512833837087864,-1.314092461601364,2.496399030330856
504.1313089082833,0.007705680860442187,-1.31203967153975,2.342042513444536
538.5390542117584,0.007582193438677689,-1.309876158182698,2.195112300082499
575.2951816052752,0.007506470976121293,-1.308126640189023,2.055542700612378
614.5599718160984,0.007800201605969652,-1.306934541629832,1.929003166628505
