#Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
50.0000000000001,0.007780133958740061,-4.846697469804701,24.07740781855515
53.41257770500197,0.007888181227443978,-4.777018044676216,22.66819940065145
57.05806914185723,0.007975014660284899,-4.715639625249385,21.33249747673297
60.95237103473637,0.008053306314587049,-4.660443512729275,20.06203497745796
65.11246508393923,0.008176778066392231,-4.611805334155031,18.8659362011193
69.55649201720249,0.008111032250367401,-4.567856943736762,17.7302841252424
74.30383069512324,0.008050472022886893,-4.528592923717193,16.66765062959023
79.37518261565145,0.008201577797831986,-4.49403346503424,15.65740984639663
84.79266218614393,0.007727354887596748,-4.461533918195786,14.70531736608676
90.57989315662772,0.00810228597359158,-4.434642571728357,13.8170962486743
96.7621116347827,0.008171452668679424,-4.408314506955044,12.98003304457457
103.3662761318579,0.008007729909401573,-4.386740017020914,12.18449423137996
110.4211851193907,0.007678138204045585,-4.366823360290655,11.4395437565001
117.957602609357,0.008270907697691674,-4.348383029590432,10.74096131545173
126.0083923053601,0.007964514633409475,-4.332420237850593,10.08507960773171
134.608660909848,0.008011428174119838,-4.317940245159236,9.467570653984552
143.7959112122701,0.008245577247393736,-4.30508060522356,8.888097000887237
153.6102056257383,0.00805796960362434,-4.292851141487669,8.340508600370555
164.0943408853212,0.008279764429812039,-4.282205019201198,7.830026961675756
175.2940346697655,0.007968613148316112,-4.272255201149462,7.349655410465189
187.2581249604426,0.008380786303320028,-4.264424105098942,6.897180578767859
200.0387830068518,0.008049167361946151,-4.256180097366816,6.473007164851907
213.6917408273496,0.007787843612800045,-4.248933566586313,6.076812748461094
228.2765342371583,0.008141617347144681,-4.242490796751147,5.699528192126053
243.8567624634147,0.007999606406884319,-4.236296404970384,5.347690642015039
260.5003654793459,0.008311226675360441,-4.231226127257673,5.022001071827786
278.279920266939,0.008103922420155837,-4.226415823602267,4.704525015291996
297.2729572999917,0.008595766653499084,-4.222100676198243,4.414169437694966
317.5622986276301,0.007989618283988366,-4.217798897832742,4.143813003483046
339.2364190325461,0.007981815909111843,-4.214401247899916,3.887115594089735
362.389831838848,0.007875783045051859,-4.210119574291787,3.648225434043667
387.1235010519006,0.00816253726943021,-4.208304672947803,3.417516479321268
413.5452816273402,0.007776576882005851,-4.205050133345317,3.206164481092117
441.7703897891433,0.007949902217905451,-4.203065303269841,3.006497809240415
471.9219054476316,0.00808074150081475,-4.200449089445138,2.821189115417724
504.1313089082833,0.007833404776665729,-4.197981449516497,2.645816648443059
538.5390542117584,0.00807338779702859,-4.196941371686821,2.479980141567864
575.2951816052752,0.008061914184638612,-4.194748944278529,2.323061049787214
614.5599718160984,0.007942417579560625,-4.193477039046461,2.17694884266345
656.5046449802217,0.007533084832973568,-4.191924005908255,2.046313672109415
701.3121072740136,0.007973371447250639,-4.191377169682319,1.916884039030151
749.177748504637,0.007648941629477261,-4.189887547036983,1.795066269642604
800.3102941372454,0.008400613122788309,-4.18964620888075,1.684062875881295
854.9327154743694,0.007956156407940741,-4.187729438508153,1.583296947211153
913.2832019564599,0.00794394067472199,-4.186637055270922,1.477582281024439
975.6161998234467,0.008521449872193708,-4.186278875505319,1.38288795879113
1042.203521666567,0.00840918840443796,-4.184145646894398,1.298547219081751
1113.335531708842,0.007942625031333668,-4.184529803512691,1.225450473119565
1189.322411982762,0.009019675038162055,-4.184303546650831,1.151623709533311
1270.495514926589,0.008362797371785394,-4.18277670390164,1.084479725508956
1357.208808297454,0.008926053215904029,-4.181758141561771,1.023603098987849
