#Time (s),Channel 1 (V),Channel 2 (V)
-0.005119250000000001,-0.01422365032525801,0.5533332966104837
-0.005118,-0.01321000224040056,0.5385357480619434
-0.00511675,-0.01253423685049575,0.5388720559835027
-0.0051155,-0.01287211954544808,0.5425714431206362
-0.00511425,-0.0125342368504956,0.5345000530032505
-0.005113,-0.01287211954544808,0.5385357480619434
-0.00511175,-0.01118270607068567,0.5183572727684792
-0.0051105,-0.01253423685049498,0.5271012787289764
-0.00510925,-0.01185847146059063,0.5294554341798845
-0.005108,-0.01219635415554296,0.5385357480619403
-0.00510675,-0.01185847146059063,0.5318095896307887
-0.0051055,-0.01152058876563738,0.5089406509648566
-0.00510425,-0.009831175290875739,0.495824642024111
-0.005103,-0.01084482337573319,0.502214492533708
-0.00510175,-0.01152058876563815,0.5210477361409411
-0.0051005,-0.0125342368504956,0.5378631322188279
-0.00509925,-0.01050694068078162,0.5075954192786455
-0.005098,-0.01084482337573319,0.5065864955139585
-0.00509675,-0.01016905798582776,0.4988514133181266
-0.0050955,-0.009155409900970775,0.4901074073576295
-0.00509425,-0.0115205887656383,0.5287828183367653
-0.005093,-0.01185847146059063,0.5203751202978256
-0.00509175,-0.01152058876563815,0.5180209648469215
-0.0050905,-0.01084482337573349,0.4995240291612545
-0.00508925,-0.008479644511065809,0.4702652399857231
-0.005088000000000001,-0.01016905798582745,0.492125254886966
-0.00508675,-0.01016905798582822,0.4917889469654181
-0.0050855,-0.01118270607068521,0.5116311143373186
-0.00508425,-0.01016905798582822,0.4985151053965728
-0.005083,-0.009155409900970775,0.4753098588090891
-0.00508175,-0.009831175290875739,0.4847264806127057
-0.0050805,-0.008817527206018291,0.4769913984168778
-0.00507925,-0.00949329259592295,0.4853990964558174
-0.005078,-0.009493292595923257,0.4766550904953201
-0.005076750000000001,-0.01016905798582791,0.4917889469654113
-0.0050755,-0.008479644511065809,0.4810270934755706
-0.00507425,-0.008817527206018137,0.4850627885342581
-0.005073,-0.008479644511065809,0.4732920112797427
-0.00507175,-0.009155409900970775,0.4840538647695902
-0.0050705,-0.008141761816113327,0.4642116973976839
-0.00506925,-0.008141761816113327,0.4605123102605487
-0.005068,-0.008141761816113327,0.4608486181821063
-0.00506675,-0.008141761816113327,0.4618575419467797
-0.0050655,-0.006790231036304321,0.4440332221042295
-0.00506425,-0.008817527206018291,0.4655569290839148
-0.005063,-0.007465996426208978,0.4554676914371831
-0.00506175,-0.008817527206018291,0.4561403072802982
-0.0050605,-0.008141761816113327,0.4588307706527601
-0.00505925,-0.007803879121160845,0.4578218468880869
-0.005058,-0.006790231036303399,0.4484052250844703
-0.00505675,-0.007465996426208056,0.4447058379473369
-0.0050555,-0.006790231036303399,0.4383159874377382
-0.00505425,-0.006790231036303091,0.4406701428886395
-0.005053,-0.006114465646398433,0.4342802923790454
-0.00505175,-0.00712811373125542,0.4393249112024106
-0.0050505,-0.006114465646398433,0.4376433715946227
-0.00504925,-0.005776582951445951,0.4349529082221609
-0.005048,-0.004762934866588965,0.398631652693942
-0.00504675,-0.007128113731255881,0.4416790666533156
-0.005045500000000001,-0.005776582951446566,0.4406701428886428
-0.00504425,-0.005438700256493469,0.4295719814772371
-0.005043,-0.007465996426207287,0.4423516824964195
-0.00504175,-0.005100817561540987,0.4171285883796009
-0.0050405,-0.005100817561540987,0.4141018170855812
-0.00503925,-0.004762934866588505,0.4009858081448296
-0.005038,-0.002735638696873611,0.3858519516747315
-0.00503675,-0.004425052171635253,0.3952685734783438
-0.0050355,-0.004425052171636022,0.4043488873604069
-0.005034250000000001,-0.004762934866588351,0.4134292012424617
-0.005033,-0.00408716947668354,0.4023310398310605
-0.00503175,-0.004425052171636022,0.3986316526939286
-0.0050305,-0.004425052171636022,0.4056941190466379
-0.00502925,-0.003073521391826093,0.3804710249298077
-0.005028,-0.003749286781731058,0.3871971833609624
-0.00502675,-0.003411404086778575,0.3885424150471933
-0.0050255,-0.003073521391826246,0.3949322655567875
-0.00502425,-0.002059873306968646,0.3744174823417685
-0.005023,-0.00239775600192159,0.3680276318321762
-0.00502175,-0.003411404086778575,0.3784531774004613
-0.0050205,-0.002735638696873918,0.3777805615573504
-0.00501925,-0.003411404086778575,0.3878697992040779
-0.005018,-0.002059873306968646,0.3720633268908643
-0.00501675,-0.002059873306968646,0.357265778342324
-0.0050155,-0.001721990612016164,0.3586110100285549
-0.00501425,-0.001721990612016164,0.3606288575579004
-0.005013,-0.002059873306968646,0.3592836258716703
-0.00501175,-0.001046225222110738,0.3478491565387081
-0.0050105,-3.257713725375241e-05,0.349530696146496
-0.00500925,-0.002397756001920361,0.3690365555968343
-0.005008,-0.000708342527158717,0.3461676169309187
-0.00500675,-0.002059873306968646,0.3613014734010168
-0.0050055,-3.257713725375241e-05,0.3337242238332825
-0.00500425,-0.001046225222111199,0.3528937753620734
-0.005003000000000001,0.0003053055576981154,0.3337242238332912
-0.00500175,-3.257713725375241e-05,0.3343968396763979
-0.0050005,0.0009810709476035407,0.3125368247751503
-0.00499925,0.0006431882526512122,0.3239712941081082
-0.004998,0.0003053055576987299,0.34448607732313
-0.00499675,-0.001046225222111199,0.3421319218722259
-0.0049955,0.001318953642556177,0.3122005168535874
-0.00499425,0.0003053055576991909,0.3293522208530241
-0.004993,0.001656836337508659,0.3071558980302214
-0.004991750000000001,0.0009810709476040017,0.3081648217948941
-0.0049905,0.001318953642556177,0.3125368247751451
-0.00498925,0.0009810709476040017,0.31018266932424
-0.004988,0.001656836337508659,0.3081648217948946
-0.00498675,0.001656836337508659,0.3034565108930863
-0.0049855,0.001994719032461141,0.3027838950499708
-0.00498425,0.002332601727413624,0.2984118920697202
-0.004983,0.002670484422365952,0.2876500385798776
-0.00498175,0.002670484422366106,0.2997571237559512
-0.0049805,0.0009810709476041554,0.3101826693242364
-0.00497925,0.001994719032461141,0.3000934316775089
-0.004978,0.001994719032461756,0.2916857336385603
-0.00497675,0.003346249812271071,0.2802512643056025
-0.0049755,0.003008367117318588,0.2836143435211799
-0.00497425,0.003008367117318588,0.2752066454822365
-0.004973,0.002332601727413624,0.2879863465014305
-0.00497175,0.004359897897127595,0.2725161821097817
-0.0049705,0.003684132507223553,0.2664626395217354
-0.00496925,0.004359897897128671,0.2661263316001733
-0.004968,0.004697780592081,0.256709709796561
-0.00496675,0.005035663287033022,0.2523377068163131
-0.0049655,0.004022015202176035,0.258054941482792
-0.00496425,0.003684132507223553,0.2577186335612343
-0.004963,0.003346249812271071,0.2651174078355044
-0.00496175,0.006387194066843412,0.2324955394444041
-0.0049605,0.005711428676938753,0.2516650909731863
-0.00495925,0.004359897897128517,0.2523377068163105
-0.004958,0.004697780592081154,0.2526740147378652
-0.00495675,0.005035663287033482,0.2459478563067135
