#Time (s),Channel 1 (V),Channel 2 (V)
-0.005119464285714286,-0.01354788493535304,0.4756461667306469
-0.005118214285714286,-0.01354788493535304,0.4743009350444159
-0.005116964285714285,-0.01253423685049544,0.4702652399857211
-0.005115714285714286,-0.01219635415554311,0.4658932370054725
-0.005114464285714286,-0.0125342368504956,0.4625301577898951
-0.005113214285714286,-0.01287211954544808,0.4598396944174333
-0.005111964285714286,-0.0125342368504956,0.4534498439078363
-0.005110714285714286,-0.01321000224040026,0.4510956884569332
-0.005109464285714286,-0.01388576763030553,0.4544587676725095
-0.005108214285714285,-0.0125342368504956,0.4574855389665275
-0.005106964285714286,-0.0125342368504956,0.4541224597509518
-0.005105714285714285,-0.01287211954544762,0.4531135359862781
-0.005104464285714286,-0.01185847146059063,0.4521046122216054
-0.005103214285714286,-0.01185847146059063,0.4433606062611042
-0.005101964285714286,-0.01219635415554311,0.4410064508102001
-0.005100714285714286,-0.0105069406807807,0.4325987527712567
-0.005099464285714286,-0.01152058876563769,0.4272178260263354
-0.005098214285714286,-0.01118270607068567,0.425872594340102
-0.005096964285714285,-0.01253423685049529,0.4262089022616605
-0.005095714285714286,-0.01185847146059063,0.4278904418694484
-0.005094464285714286,-0.01287211954544731,0.4278904418694482
-0.005093214285714286,-0.01118270607068567,0.4275541339478907
-0.005091964285714286,-0.01084482337573319,0.4218368992814092
-0.005090714285714286,-0.01050694068078086,0.4174648963011606
-0.005089464285714286,-0.01016905798582822,0.4120839695562348
-0.005088214285714286,-0.01152058876563754,0.4110750457915621
-0.005086964285714286,-0.0105069406807807,0.4067030428113111
-0.005085714285714285,-0.01152058876563784,0.4043488873604057
-0.005084464285714286,-0.01084482337573319,0.401658423987945
-0.005083214285714286,-0.009831175290875739,0.3982953447723677
-0.005081964285714286,-0.01016905798582822,0.3939233417921171
-0.005080714285714286,-0.009831175290875739,0.3908965704980975
-0.005079464285714286,-0.01016905798582807,0.3858519516747337
-0.005078214285714286,-0.009155409900970775,0.3811436407729232
-0.005076964285714286,-0.009155409900970775,0.3760990219495594
-0.005075714285714286,-0.009831175290875739,0.3757627140279994
-0.005074464285714285,-0.01050694068078024,0.377107945714232
-0.005073214285714286,-0.009493292595923257,0.3808073328513654
-0.005071964285714286,-0.009155409900970775,0.3781168694789036
-0.005070714285714286,-0.008141761816113327,0.3730722506555375
-0.005069464285714286,-0.007128113731255881,0.3616377813225745
-0.005068214285714286,-0.008817527206017523,0.3539026991267501
-0.005066964285714286,-0.008479644511065809,0.3528937753620734
-0.005065714285714285,-0.008479644511065809,0.3512122357542852
-0.005064464285714286,-0.008479644511065809,0.3522211595189579
-0.005063214285714285,-0.009155409900970621,0.3471765406955917
-0.005061964285714286,-0.008817527206018291,0.3468402327740341
-0.005060714285714286,-0.007803879121160845,0.3461676169309187
-0.005059464285714286,-0.008479644511065809,0.3434771535584568
-0.005058214285714286,-0.007803879121160845,0.3397777664213217
-0.005056964285714286,-0.007128113731256188,0.3340605317548428
-0.005055714285714286,-0.006452348341350916,0.3246439099512236
-0.005054464285714285,-0.007128113731256034,0.3172451356769536
-0.005053214285714286,-0.007465996426208363,0.3175814435985111
-0.005051964285714285,-0.006790231036303706,0.3162362119122812
-0.005050714285714286,-0.007465996426208363,0.3182540594416267
-0.005049464285714286,-0.006790231036303399,0.3169088277553957
-0.005048214285714286,-0.00611446564639874,0.3051380505008803
-0.005046964285714286,-0.006452348341350916,0.3017749712852976
-0.005045714285714286,-0.005776582951446258,0.2977392762266066
-0.005044464285714286,-0.007803879121160845,0.2953851207757006
-0.005043214285714285,-0.006790231036302938,0.296057736618815
-0.005041964285714286,-0.005776582951445951,0.293703581167912
-0.005040714285714286,-0.005438700256493469,0.2893315781876614
-0.005039464285714286,-0.006790231036303399,0.2856321910505263
-0.005038214285714286,-0.004425052171636022,0.2829417276780644
-0.005036964285714286,-0.00510081756154068,0.2768881850900279
-0.005035714285714286,-0.00408716947668354,0.2678078712079663
-0.005034464285714286,-0.006114465646397511,0.266462639521736
-0.005033214285714286,-0.007128113731255881,0.2704983345804282
-0.005031964285714285,-0.004762934866588965,0.2691531028941954
-0.005030714285714286,-0.005776582951445951,0.2651174078355044
-0.005029464285714286,-0.003073521391826093,0.2600727890121384
-0.005028214285714286,-0.00408716947668354,0.2493109355222908
